property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,divya apartments,sector 6,0.6,7595.0,2.0,2.0,No,2.0,Relatively New,790.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,395.0
flat,central park resorts,sector 48,11.25,28266.0,4.0,5.0,3+,2.0,Relatively New,4422.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,995.0
flat,hcbs sports ville,sohna road,0.38,5067.0,2.0,2.0,2,9.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0
flat,godrej oasis,sector 88a,1.45,8367.0,2.0,2.0,3+,9.0,Relatively New,133.0,1.0,0.0,0.0,0.0,0.0,2.0,85.0,866.5
flat,signature global synera,sector 81,0.31,7434.0,1.0,1.0,1,13.0,Relatively New,366.0,0.0,0.0,0.0,0.0,0.0,2.0,123.0,417.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12182.0,2.0,2.0,1,8.0,Under Construction,817.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,451.5
flat,bptp park generations,sector 37d,1.5,9868.0,3.0,2.0,3+,17.0,Relatively New,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,506.6666666666667
flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2.0,3,6.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,675.0
flat,bestech park view sanskruti,sector 92,1.6,8020.0,3.0,4.0,3+,10.0,Relatively New,1615.0,0.0,1.0,0.0,0.0,1.0,1.0,174.0,665.0
flat,ss the leaf,sector 85,1.85,7683.0,3.0,4.0,3,2.0,Relatively New,2179.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,802.6666666666666
flat,mvn athens,sohna road,0.25,5187.0,2.0,2.0,1,0.0,Relatively New,535.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,241.0
house,vipul tatvam villa,sector 48,7.8,23145.0,4.0,4.0,3+,2.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0,842.5
house,not applicable,sector 4,0.8,6088.0,5.0,4.0,3,3.0,Under Construction,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8
flat,sare green parc,sector 92,0.85,6538.0,3.0,2.0,2,20.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.3333333333333
flat,silverglades the melia,sohna road,0.78,5778.0,2.0,2.0,3,9.0,Under Construction,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,675.0
flat,breez global hill view,sohna road,0.35,5319.0,2.0,2.0,2,18.0,New Property,658.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,329.0
flat,kiran residency,sector 56,1.55,7750.0,3.0,3.0,3+,5.0,Old Property,1800.0,0.0,1.0,0.0,1.0,1.0,0.0,166.0,666.6666666666666
flat,ireo skyon,sector 60,2.15,23344.0,2.0,3.0,2,5.0,Relatively New,1250.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,460.5
flat,ild greens,sector 37c,0.95,9223.0,2.0,2.0,3+,11.0,Relatively New,1179.0,0.0,0.0,1.0,1.0,0.0,1.0,119.0,515.0
flat,bestech park view city,sector 48,2.7,11714.0,3.0,3.0,3+,7.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,768.3333333333334
flat,dlf regency park,sector 28,1.6,14545.0,2.0,2.0,2,3.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,550.0
flat,dlf regal gardens,sector 90,1.13,6647.0,3.0,3.0,3+,8.0,Relatively New,1566.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,566.6666666666666
house,project housing board colony,sector 28,2.58,17695.0,4.0,2.0,2,2.0,Relatively New,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.5
flat,bptp freedom park life,sector 57,5.5,8983.0,5.0,6.0,3+,19.0,Moderately Old,5010.0,0.0,1.0,0.0,1.0,0.0,1.0,153.0,1224.6
flat,ireo victory valley,sector 67,3.05,16267.0,3.0,4.0,2,35.0,Relatively New,2200.0,1.0,1.0,0.0,0.0,0.0,1.0,165.0,625.0
flat,senate court,sector 62,0.9,14085.0,1.0,1.0,No,0.0,Relatively New,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0
flat,m3m urbana,sector 67,1.0,12107.0,1.0,1.0,1,17.0,Relatively New,826.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,826.0
flat,vatika the seven lamps,sector 82,0.78,5932.0,2.0,2.0,2,0.0,Relatively New,1175.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,657.5
house,independent,sector 38,2.1,23333.0,2.0,7.0,3+,3.0,Relatively New,900.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,450.0
flat,mvn athens,sohna road,0.25,3671.0,2.0,2.0,1,11.0,Relatively New,681.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,340.5
flat,tulip violet,sector 69,1.5,10714.0,3.0,3.0,2,8.0,Relatively New,1492.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,466.6666666666667
flat,signature global park,sohna road,0.54,7200.0,2.0,2.0,2,4.0,Under Construction,833.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,375.0
flat,godrej air,sector 85,1.8,13139.0,3.0,3.0,3,30.0,Under Construction,141.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,456.6666666666667
house,bptp visionnaire,sector 70a,4.02,7309.0,4.0,4.0,3+,3.0,Relatively New,5500.0,1.0,1.0,1.0,1.0,0.0,0.0,138.0,1375.0
flat,eldeco accolade,sohna road,0.72,5737.0,2.0,2.0,3,8.0,Relatively New,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,627.5
flat,conscient heritage max,sector 102,1.7,11333.0,3.0,4.0,3+,8.0,Relatively New,1700.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,500.0
house,nul,sector 25,6.25,34722.0,5.0,5.0,3,2.0,Moderately Old,1800.0,0.0,1.0,0.0,1.0,0.0,1.0,112.0,360.0
flat,bestech park view ananda,sector 81,1.45,8735.0,3.0,2.0,3+,3.0,Relatively New,1352.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,553.3333333333334
flat,sobha city,sector 108,2.1,13972.0,2.0,2.0,2,3.0,Under Construction,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,751.5
house,independent,sector 12,3.71,19818.0,3.0,3.0,1,4.0,Moderately Old,1872.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,624.0
flat,signature the roselia,sector 95,0.48,7164.0,2.0,2.0,2,6.0,Relatively New,744.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,335.0
flat,m3m merlin,sector 67,3.4,14419.0,3.0,4.0,3+,16.0,Relatively New,2134.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0,786.0
flat,ats triumph,sector 104,2.6,8814.0,4.0,4.0,3+,16.0,Relatively New,3064.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0,737.5
flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2,12.0,Relatively New,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.5
flat,vipul belmonte,sector 53,6.0,24490.0,3.0,4.0,3+,6.0,Moderately Old,2217.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,816.6666666666666
flat,m3m woodshire,sector 107,1.29,8836.0,3.0,3.0,3+,1.0,Relatively New,1690.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,486.6666666666667
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2.0,6.0,3+,3.0,Relatively New,1449.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0,724.5
flat,birla navya,sector 63a,3.15,14631.0,3.0,3.0,3,4.0,Under Construction,2153.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,717.6666666666666
flat,friends apartment,sector 52,2.0,8511.0,4.0,3.0,3,5.0,Moderately Old,2091.0,0.0,1.0,0.0,0.0,0.0,2.0,111.0,587.5
flat,sidhartha ncr one,sector 95,0.55,5556.0,2.0,2.0,3,15.0,Relatively New,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0
flat,supertech new soft launch,sector 68,0.84,7119.0,2.0,2.0,2,7.0,New Property,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
flat,rof ananda,sector 95,0.2,5464.0,1.0,1.0,1,9.0,Relatively New,407.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,366.0
flat,sare homes,sector 92,0.5,4237.0,3.0,3.0,2,1.0,Relatively New,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,393.3333333333333
house,independent,sector 103,2.25,6367.0,3.0,5.0,3+,10.0,Relatively New,3534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0
flat,dlf the ultima,sector 81,2.3,14375.0,3.0,4.0,3+,18.0,Relatively New,1854.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,533.3333333333334
flat,ireo the grand arch,sector 58,3.8,17560.0,3.0,4.0,1,19.0,Moderately Old,2164.0,0.0,1.0,0.0,0.0,0.0,1.0,167.0,721.3333333333334
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2,12.0,New Property,521.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,288.0
flat,ansal housing highland park,sector 103,0.88,6428.0,2.0,2.0,3,3.0,New Property,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,684.5
flat,bestech park view ananda,sector 81,1.35,7542.0,3.0,3.0,3+,10.0,Moderately Old,1438.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0,596.6666666666666
flat,raheja maheshwara,sohna road,0.48,4368.0,2.0,2.0,2,11.0,Under Construction,995.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,549.5
flat,ambience creacions,sector 22,1.99,14420.0,2.0,2.0,2,9.0,New Property,1285.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,690.0
flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3.0,3+,5.0,Under Construction,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.3333333333334
house,independent,sector 28,8.4,34568.0,4.0,4.0,3+,2.0,Relatively New,2430.0,0.0,1.0,1.0,1.0,0.0,1.0,139.0,607.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3.0,3.0,3,1.0,Relatively New,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,641.6666666666666
house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0,486.0
flat,dlf new town heights,sector 91,2.0,6966.0,4.0,4.0,3+,16.0,Moderately Old,2468.0,1.0,1.0,0.0,1.0,0.0,0.0,65.0,717.75
flat,professional society,manesar,0.75,3067.0,3.0,4.0,3,3.0,Relatively New,2717.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,815.0
flat,emaar palm gardens,sector 83,1.3,11872.0,3.0,3.0,3,16.0,Relatively New,1387.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,365.0
flat,tulip violet,sector 69,1.68,8350.0,4.0,4.0,2,1.0,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,503.0
house,independent,sector 12,0.7,4118.0,4.0,4.0,1,2.0,Moderately Old,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
flat,tata primanti,sector 72,3.9,13425.0,4.0,4.0,3+,39.0,Relatively New,2509.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,726.25
flat,cancon enclave,sector 4,1.05,7778.0,3.0,2.0,2,2.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,450.0
house,unitech deerwood chase,sector 50,15.0,33333.0,4.0,4.0,2,2.0,Moderately Old,4500.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,1125.0
flat,gls arawali homes,sohna road,0.3,5291.0,2.0,2.0,No,10.0,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.5
flat,sare crescent parc,sector 92,0.8,6033.0,3.0,2.0,2,3.0,Relatively New,1473.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,442.0
flat,m3m skywalk,sector 74,1.6,9512.0,2.0,2.0,2,26.0,Relatively New,1508.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,841.0
flat,sidhivinayak apartments,sector 55,1.9,10556.0,4.0,3.0,3+,9.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,0.0,2.0,35.0,450.0
flat,emaar mgf emerald floors premier,sector 65,2.7,16364.0,3.0,3.0,3,5.0,Relatively New,1650.0,0.0,1.0,1.0,0.0,0.0,1.0,108.0,550.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,2.0,2.0,3,0.0,Relatively New,1238.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,684.0
flat,lord krishna,sector 12,2.7,8571.0,4.0,3.0,3,6.0,Old Property,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.5
flat,bestech park view spa next,sector 67,2.85,12128.0,4.0,4.0,3+,5.0,Moderately Old,2127.0,0.0,1.0,0.0,1.0,0.0,1.0,149.0,587.5
flat,shree vardhman flora,sector 90,0.7,4614.0,2.0,2.0,3,9.0,New Property,1224.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,758.5
house,ansal api esencia,sector 67,5.46,24170.0,4.0,5.0,3+,2.0,Relatively New,2259.0,1.0,0.0,1.0,1.0,0.0,1.0,103.0,564.75
flat,ss the leaf,sector 85,2.3,8179.0,4.0,4.0,3+,8.0,Relatively New,2545.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,703.0
flat,smart world orchard,sector 61,1.47,12783.0,2.0,2.0,2,4.0,New Property,1278.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,575.0
flat,ramprastha primera,sector 37d,1.08,6000.0,3.0,3.0,3,9.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,600.0
house,independent,sector 105,0.55,10913.0,2.0,4.0,0,2.0,Moderately Old,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
house,independent,sector 46,4.25,23148.0,5.0,4.0,2,3.0,Moderately Old,1836.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,367.2
flat,bptp terra,sector 37d,2.08,10000.0,4.0,4.0,3,0.0,New Property,2211.0,1.0,1.0,0.0,1.0,0.0,0.0,121.0,520.0
flat,la vida by tata housing,sector 113,1.5,11755.0,2.0,2.0,2,13.0,New Property,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,638.0
house,unitech escape,sector 50,12.0,37037.0,5.0,6.0,3+,3.0,Moderately Old,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,648.0
flat,emaar palm gardens,sector 83,1.76,9263.0,3.0,3.0,3,6.0,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,633.3333333333334
flat,avl 36 gurgaon,sector 36a,0.37,10541.0,1.0,1.0,1,3.0,Relatively New,319.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,351.0
flat,ats triumph,sector 104,2.65,8413.0,4.0,4.0,3+,14.0,Relatively New,2898.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,787.5
flat,la vida by tata housing,sector 113,2.35,10600.0,3.0,3.0,3,11.0,New Property,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,739.0
flat,godrej summit,sector 104,1.16,6388.0,3.0,4.0,3+,8.0,Relatively New,2018.0,0.0,1.0,0.0,0.0,0.0,1.0,96.0,605.3333333333334
flat,aipl club residences,sector 70a,0.95,10215.0,2.0,2.0,1,11.0,New Property,930.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,465.0
flat,dlf new town heights,sector 90,1.88,6894.0,4.0,4.0,3+,20.0,Relatively New,2726.0,0.0,1.0,0.0,1.0,0.0,0.0,145.0,681.75
flat,kendriya vihar,sector 56,0.47,7769.0,1.0,1.0,1,3.0,Old Property,672.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,605.0
flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,11.0,New Property,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,563.3333333333334
flat,essel tower,sector 28,2.2,12500.0,3.0,4.0,3+,3.0,Moderately Old,1956.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,586.6666666666666
flat,chd avenue,sector 71,1.35,5745.0,4.0,4.0,3,8.0,Moderately Old,2127.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,587.5
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3.0,3.0,3+,2.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,863.0
flat,smart world gems,sector 89,0.86,7797.0,2.0,3.0,3,4.0,Under Construction,998.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,551.5
flat,dlf new town heights,sector 91,1.8,7679.0,4.0,4.0,3+,6.0,Moderately Old,2604.0,0.0,1.0,0.0,1.0,0.0,0.0,81.0,586.0
flat,green campus chs,manesar,0.9,3935.0,3.0,3.0,3+,6.0,Moderately Old,2070.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,762.3333333333334
flat,sbtl caladium,sector 109,1.35,7181.0,3.0,2.0,3+,12.0,Relatively New,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,626.6666666666666
flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3.0,3,11.0,Relatively New,1538.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,866.5
flat,shree vardhman flora,sector 90,0.7,5385.0,2.0,2.0,3,13.0,New Property,1176.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,650.0
flat,signature global city 81,sector 81,0.96,9766.0,2.0,2.0,2,1.0,Under Construction,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,491.5
house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0,645.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17287.0,3.0,3.0,3,12.0,New Property,1465.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,376.0
flat,avl 36 gurgaon,sector 36a,0.75,7500.0,2.0,2.0,2,5.0,Relatively New,856.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,500.0
flat,pioneer park,sector 61,2.0,11765.0,3.0,3.0,3,24.0,Moderately Old,1538.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,566.6666666666666
flat,antriksh heights,sector 84,0.6,5000.0,2.0,2.0,2,14.0,Relatively New,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,600.0
flat,emaar mgf palm hills,sector 77,1.9,9500.0,3.0,4.0,3+,6.0,New Property,1582.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,666.6666666666666
flat,signature global city 92,sector 92,0.99,9074.0,3.0,2.0,3,1.0,Under Construction,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,363.6666666666667
house,rwa sector 46,sector 46,4.5,24390.0,6.0,6.0,3+,3.0,Moderately Old,1845.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,307.5
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4.0,4.0,3,9.0,Moderately Old,11111.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,2500.0
flat,godrej nature plus,sector 33,1.31,15976.0,2.0,2.0,2,4.0,Under Construction,85.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,410.0
flat,indiabulls centrum park,sector 103,1.33,8581.0,3.0,3.0,3+,8.0,Relatively New,1671.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,516.6666666666666
flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,4.0,3,12.0,Relatively New,1765.0,0.0,1.0,1.0,0.0,0.0,0.0,56.0,650.0
flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3+,8.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,593.3333333333334
flat,m3m merlin,sector 67,3.0,14656.0,3.0,3.0,3+,4.0,Relatively New,2047.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0,682.3333333333334
flat,m3m skycity,sector 65,2.1,16031.0,2.0,2.0,2,43.0,New Property,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,655.0
house,international city by sobha phase 2,sector 109,8.75,12069.0,5.0,5.0,3+,3.0,New Property,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0,1450.0
flat,pgr shree kripaluji apartment,sector 52,1.4,6087.0,3.0,3.0,3+,8.0,Relatively New,2556.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,766.6666666666666
house,emaar mgf marbella,sector 66,8.8,41608.0,4.0,4.0,3+,3.0,Relatively New,2115.0,0.0,1.0,1.0,1.0,0.0,0.0,107.0,528.75
house,eros rosewood city,sector 110,1.6,3500.0,4.0,4.0,3,4.0,New Property,60.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1143.0
house,vipul tatvam villa,sector 48,6.4,24691.0,3.0,4.0,3,2.0,Relatively New,2592.0,1.0,1.0,1.0,0.0,0.0,1.0,148.0,864.0
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3.0,3.0,2,1.0,Relatively New,1294.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,476.6666666666667
flat,la vida by tata housing,sector 113,2.78,10335.0,3.0,4.0,3+,5.0,Relatively New,2350.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,896.6666666666666
flat,ambience creacions,sector 22,1.75,12700.0,2.0,2.0,2,11.0,Under Construction,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,689.0
flat,apna enclave,sector 3,0.55,5789.0,2.0,2.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,475.0
flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3+,11.0,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,633.3333333333334
flat,dlf new town heights,sector 86,1.3,6736.0,3.0,3.0,3,15.0,Relatively New,1715.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0,643.3333333333334
flat,m3m heights,sector 65,1.95,15997.0,2.0,2.0,3,16.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,609.5
flat,railway officers rpf society,sector 9a,1.3,5039.0,4.0,4.0,3+,9.0,Old Property,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0
flat,krisumi waterfall residences,sector 36a,2.3,15551.0,2.0,2.0,2,23.0,Relatively New,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,739.5
flat,sare green parc phase 3,sector 92,0.75,7143.0,3.0,2.0,2,3.0,New Property,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,350.0
flat,mapsko mount ville,sector 79,1.3,8025.0,3.0,3.0,2,6.0,Relatively New,1215.0,1.0,0.0,0.0,1.0,0.0,0.0,151.0,540.0
flat,m3m merlin,sector 67,2.9,14167.0,3.0,3.0,3,0.0,Relatively New,2047.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,682.3333333333334
flat,ireo victory valley,sector 67,4.75,13930.0,4.0,4.0,3+,0.0,Relatively New,3200.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0,852.5
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,3,3.0,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,1.0,124.0,550.0
flat,godrej oasis,sector 88a,1.5,8108.0,3.0,3.0,3+,11.0,New Property,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,616.6666666666666
flat,godrej air,sector 85,1.3,14541.0,2.0,2.0,3,30.0,Under Construction,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,447.0
flat,dlf new town heights,sector 90,1.3,6736.0,3.0,3.0,3+,10.0,Relatively New,1929.0,0.0,1.0,0.0,1.0,0.0,1.0,129.0,643.3333333333334
house,international city by sobha phase 2,sector 109,6.8,12593.0,4.0,5.0,3,2.0,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1350.0
flat,shree vardhman flora,sector 90,0.65,6792.0,2.0,2.0,3,9.0,Relatively New,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,478.5
flat,the castle society,sector 56,2.0,8696.0,4.0,4.0,2,4.0,Under Construction,2081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0
flat,godrej habitat,sector 3,1.25,8657.0,2.0,2.0,3,14.0,Under Construction,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,722.0
flat,capital residences 360,sector 70a,1.55,7844.0,3.0,3.0,3,8.0,Relatively New,1600.0,1.0,1.0,0.0,1.0,1.0,0.0,42.0,658.6666666666666
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3.0,3.0,3,20.0,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,654.3333333333334
house,independent,sector 3 phase 3 extension,0.85,8500.0,1.0,1.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3.0,3.0,2,3.0,Relatively New,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,105.0,550.0
flat,signature global synera,sector 81,0.45,7525.0,2.0,2.0,2,6.0,Relatively New,664.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,299.0
flat,chintamani,sector 103,1.57,8509.0,3.0,3.0,3,1.0,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0
flat,indiabulls centrum park,sector 103,1.9,5682.0,3.0,4.0,3+,10.0,Relatively New,3716.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,1114.6666666666667
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3.0,3,21.0,Moderately Old,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,581.6666666666666
flat,kiran residency,sector 56,1.55,7750.0,3.0,3.0,3,5.0,Old Property,1810.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,666.6666666666666
flat,shree vardhman flora,sector 90,1.3,5253.0,4.0,5.0,2,9.0,Relatively New,2134.0,1.0,1.0,0.0,0.0,0.0,0.0,110.0,618.75
flat,signature global orchard avenue,sector 93,0.4,7353.0,2.0,2.0,2,11.0,New Property,604.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,272.0
flat,the lions cghs,sector 56,2.05,7885.0,4.0,4.0,3+,6.0,Relatively New,2500.0,0.0,0.0,0.0,0.0,1.0,1.0,101.0,650.0
house,bptp visionnaire,sector 70a,4.0,6666.0,4.0,4.0,3+,2.0,Relatively New,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,1500.25
flat,ss the leaf,sector 85,1.05,6162.0,2.0,2.0,3+,7.0,Relatively New,1512.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,852.0
flat,paras dews,sector 106,1.05,8537.0,3.0,4.0,3+,10.0,Relatively New,1345.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,410.0
house,independent,sector 56,2.95,20233.0,2.0,2.0,0,1.0,Moderately Old,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0
