property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0.0,107.0,4.0,3.0,3.0,1.0,2104.0,1.0,0.0,0.0,2.0,2.0,1.83
1.0,66.0,5.0,6.0,4.0,2.0,3438.0,1.0,1.0,0.0,1.0,2.0,8.31
0.0,48.0,3.0,3.0,4.0,2.0,2400.0,0.0,0.0,0.0,1.0,1.0,2.0
0.0,56.0,3.0,4.0,4.0,0.0,2574.0,0.0,0.0,0.0,1.0,2.0,2.75
0.0,19.0,4.0,4.0,4.0,4.0,2553.0,1.0,0.0,0.0,1.0,0.0,2.9
0.0,99.0,3.0,4.0,3.0,1.0,2179.0,0.0,0.0,0.0,1.0,2.0,1.65
0.0,81.0,2.0,2.0,1.0,3.0,1000.0,0.0,0.0,0.0,1.0,2.0,0.45
0.0,83.0,4.0,3.0,3.0,1.0,2111.0,0.0,1.0,0.0,2.0,1.0,1.9
1.0,33.0,6.0,8.0,2.0,3.0,4518.0,1.0,1.0,1.0,2.0,2.0,18.9
0.0,95.0,3.0,3.0,4.0,3.0,1955.0,1.0,0.0,1.0,2.0,0.0,1.39
1.0,42.0,2.0,2.0,3.0,1.0,823.0,0.0,0.0,0.0,1.0,2.0,0.66
0.0,6.0,3.0,4.0,4.0,3.0,1757.0,1.0,0.0,0.0,0.0,0.0,1.9
0.0,94.0,2.0,2.0,2.0,3.0,1150.0,0.0,0.0,1.0,0.0,0.0,0.95
1.0,41.0,4.0,4.0,4.0,2.0,7000.0,1.0,1.0,0.0,2.0,1.0,8.0
0.0,41.0,2.0,2.0,3.0,1.0,86.0,0.0,0.0,0.0,2.0,1.0,1.2
0.0,113.0,2.0,2.0,2.0,3.0,524.0,0.0,0.0,2.0,2.0,2.0,0.3
0.0,70.0,4.0,5.0,3.0,3.0,2534.0,1.0,0.0,0.0,0.0,0.0,3.75
0.0,79.0,2.0,2.0,3.0,3.0,1150.0,0.0,0.0,1.0,2.0,1.0,1.1
1.0,15.0,2.0,4.0,4.0,0.0,900.0,0.0,0.0,0.0,1.0,2.0,0.9
1.0,13.0,4.0,4.0,4.0,1.0,2430.0,1.0,0.0,0.0,2.0,1.0,5.5
0.0,107.0,4.0,3.0,3.0,0.0,1770.0,0.0,0.0,0.0,2.0,2.0,0.95
0.0,17.0,1.0,1.0,1.0,3.0,450.0,0.0,0.0,0.0,1.0,2.0,0.36
0.0,45.0,2.0,2.0,2.0,1.0,667.0,0.0,0.0,0.0,1.0,2.0,0.4
0.0,19.0,3.0,3.0,3.0,3.0,1806.0,0.0,0.0,0.0,2.0,0.0,2.0
0.0,91.0,3.0,3.0,4.0,3.0,2244.0,0.0,0.0,0.0,1.0,2.0,2.5
1.0,76.0,4.0,4.0,4.0,3.0,5200.0,1.0,1.0,1.0,2.0,1.0,9.0
0.0,12.0,3.0,3.0,3.0,3.0,1500.0,1.0,0.0,0.0,0.0,1.0,1.25
1.0,92.0,2.0,2.0,2.0,0.0,585.0,0.0,0.0,0.0,1.0,1.0,0.59
0.0,79.0,2.0,2.0,3.0,3.0,1130.0,0.0,0.0,1.0,2.0,2.0,1.13
0.0,17.0,4.0,5.0,4.0,3.0,2996.0,1.0,0.0,2.0,0.0,2.0,3.9
0.0,76.0,4.0,4.0,3.0,3.0,2700.0,1.0,0.0,1.0,0.0,2.0,3.0
0.0,99.0,2.0,2.0,3.0,4.0,102.0,0.0,0.0,0.0,1.0,0.0,1.35
0.0,73.0,4.0,4.0,5.0,1.0,3950.0,0.0,0.0,0.0,2.0,2.0,7.8
0.0,94.0,3.0,4.0,4.0,1.0,1893.0,1.0,0.0,2.0,0.0,2.0,2.3
1.0,63.0,9.0,9.0,3.0,3.0,60.0,1.0,0.0,2.0,1.0,0.0,2.0
0.0,71.0,2.0,2.0,2.0,4.0,1278.0,0.0,0.0,0.0,1.0,2.0,1.7
0.0,19.0,3.0,3.0,4.0,4.0,1696.0,0.0,0.0,0.0,1.0,1.0,2.51
0.0,3.0,4.0,4.0,3.0,0.0,1607.0,0.0,0.0,0.0,1.0,2.0,0.85
0.0,103.0,3.0,3.0,3.0,4.0,1480.0,0.0,0.0,0.0,2.0,2.0,1.5
0.0,80.0,3.0,3.0,1.0,3.0,1392.0,0.0,0.0,0.0,0.0,0.0,1.38
0.0,113.0,2.0,2.0,2.0,3.0,913.0,0.0,0.0,0.0,0.0,2.0,0.52
1.0,47.0,6.0,6.0,4.0,2.0,1836.0,1.0,0.0,1.0,2.0,2.0,4.0
1.0,13.0,4.0,4.0,4.0,1.0,6228.0,1.0,0.0,0.0,2.0,1.0,6.75
0.0,107.0,3.0,3.0,4.0,3.0,1221.18,0.0,0.0,0.0,2.0,0.0,0.82
0.0,45.0,3.0,3.0,2.0,1.0,1593.0,0.0,0.0,0.0,1.0,1.0,0.86
0.0,78.0,2.0,2.0,2.0,3.0,1500.0,0.0,1.0,1.0,1.0,2.0,1.5
1.0,33.0,5.0,7.0,4.0,3.0,4500.0,1.0,0.0,2.0,2.0,2.0,20.0
0.0,94.0,3.0,2.0,4.0,3.0,1319.0,0.0,0.0,0.0,0.0,2.0,1.1
0.0,75.0,2.0,2.0,3.0,4.0,1141.0,0.0,0.0,0.0,2.0,2.0,1.9
0.0,1.0,2.0,2.0,2.0,4.0,1130.0,0.0,0.0,1.0,2.0,2.0,1.38
0.0,73.0,3.0,3.0,3.0,1.0,2000.0,0.0,0.0,0.0,1.0,2.0,3.0
0.0,80.0,3.0,2.0,4.0,3.0,1326.0,0.0,0.0,1.0,2.0,1.0,0.9
1.0,53.0,5.0,8.0,4.0,3.0,4500.0,1.0,1.0,2.0,0.0,2.0,17.0
1.0,13.0,3.0,4.0,0.0,3.0,2150.0,0.0,0.0,0.0,1.0,0.0,1.87
0.0,94.0,3.0,4.0,4.0,3.0,2481.0,1.0,0.0,1.0,0.0,2.0,2.2
0.0,98.0,1.0,1.0,1.0,1.0,500.0,0.0,0.0,1.0,1.0,0.0,0.3
0.0,6.0,2.0,2.0,2.0,3.0,742.0,0.0,0.0,0.0,0.0,2.0,0.97
0.0,94.0,2.0,2.0,3.0,1.0,1231.0,0.0,0.0,0.0,2.0,2.0,0.9
0.0,113.0,2.0,2.0,2.0,3.0,743.0,0.0,0.0,0.0,1.0,2.0,0.3
0.0,65.0,1.0,1.0,1.0,2.0,475.0,0.0,0.0,0.0,1.0,1.0,0.52
0.0,11.0,3.0,4.0,4.0,3.0,2137.0,1.0,1.0,1.0,0.0,2.0,1.49
0.0,87.0,3.0,3.0,3.0,1.0,1826.0,0.0,0.0,1.0,1.0,0.0,2.2
0.0,103.0,3.0,3.0,3.0,4.0,1423.0,0.0,0.0,0.0,2.0,2.0,1.33
1.0,34.0,5.0,5.0,4.0,3.0,1350.0,1.0,0.0,1.0,1.0,2.0,4.25
1.0,33.0,5.0,5.0,4.0,2.0,3240.0,1.0,1.0,1.0,2.0,1.0,12.5
0.0,113.0,2.0,2.0,1.0,1.0,644.0,0.0,0.0,0.0,1.0,2.0,0.32
0.0,8.0,2.0,2.0,3.0,4.0,1148.0,0.0,0.0,0.0,2.0,0.0,1.1
0.0,113.0,2.0,2.0,1.0,1.0,699.0,0.0,0.0,0.0,2.0,1.0,0.35
0.0,91.0,2.0,2.0,3.0,3.0,1012.0,0.0,0.0,0.0,1.0,2.0,0.96
0.0,100.0,3.0,3.0,4.0,3.0,1780.0,1.0,0.0,0.0,0.0,0.0,1.54
0.0,6.0,3.0,3.0,3.0,3.0,2351.0,1.0,0.0,1.0,0.0,0.0,2.35
0.0,83.0,3.0,3.0,3.0,1.0,1750.0,1.0,0.0,0.0,2.0,1.0,1.6
0.0,45.0,2.0,3.0,3.0,3.0,1442.0,0.0,0.0,0.0,1.0,2.0,0.85
1.0,57.0,8.0,8.0,3.0,0.0,2880.0,1.0,1.0,2.0,0.0,2.0,4.5
1.0,20.0,3.0,3.0,0.0,3.0,1160.0,0.0,0.0,0.0,1.0,1.0,0.7
1.0,0.0,1.0,5.0,4.0,1.0,600.0,0.0,0.0,0.0,1.0,2.0,0.85
0.0,15.0,2.0,2.0,5.0,3.0,699.0,0.0,0.0,0.0,1.0,0.0,0.36
0.0,94.0,3.0,4.0,4.0,3.0,2315.0,1.0,0.0,2.0,0.0,2.0,2.29
0.0,8.0,4.0,4.0,4.0,3.0,2303.0,1.0,0.0,0.0,1.0,2.0,2.55
0.0,99.0,2.0,2.0,3.0,3.0,1660.0,0.0,0.0,0.0,1.0,0.0,1.2
0.0,29.0,2.0,2.0,2.0,3.0,1533.0,0.0,0.0,0.0,1.0,2.0,2.0
1.0,92.0,2.0,4.0,0.0,0.0,891.0,0.0,0.0,0.0,1.0,1.0,0.82
0.0,113.0,2.0,2.0,4.0,1.0,1344.0,0.0,0.0,0.0,2.0,0.0,0.74
0.0,90.0,2.0,2.0,3.0,4.0,1467.0,0.0,0.0,0.0,1.0,0.0,0.99
0.0,49.0,2.0,2.0,1.0,3.0,1000.0,0.0,0.0,1.0,2.0,1.0,0.46
1.0,20.0,5.0,5.0,2.0,2.0,1350.0,0.0,0.0,0.0,1.0,2.0,1.5
1.0,53.0,3.0,9.0,4.0,0.0,1836.0,0.0,0.0,1.0,2.0,2.0,4.49
0.0,87.0,3.0,3.0,4.0,3.0,1800.0,0.0,0.0,0.0,2.0,0.0,2.45
1.0,31.0,8.0,5.0,4.0,2.0,540.0,0.0,0.0,0.0,1.0,2.0,1.6
0.0,19.0,4.0,4.0,4.0,3.0,2991.0,1.0,0.0,1.0,0.0,0.0,3.35
0.0,2.0,3.0,3.0,4.0,0.0,2944.0,1.0,0.0,0.0,1.0,2.0,1.25
0.0,85.0,4.0,5.0,4.0,3.0,2701.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,11.0,2.0,2.0,1.0,3.0,544.0,0.0,0.0,0.0,2.0,2.0,0.3
0.0,45.0,3.0,4.0,3.0,3.0,1660.0,1.0,0.0,0.0,1.0,2.0,0.99
1.0,27.0,3.0,4.0,2.0,0.0,900.0,0.0,0.0,0.0,1.0,1.0,0.4
0.0,91.0,3.0,3.0,3.0,3.0,2167.0,0.0,0.0,1.0,2.0,1.0,1.1
0.0,97.0,3.0,3.0,3.0,3.0,1570.0,1.0,0.0,1.0,2.0,0.0,1.1
0.0,77.0,3.0,3.0,3.0,3.0,2048.0,0.0,1.0,2.0,0.0,1.0,2.8
1.0,54.0,4.0,4.0,2.0,3.0,1620.0,0.0,0.0,1.0,1.0,1.0,3.5
0.0,84.0,3.0,4.0,2.0,3.0,1577.0,1.0,0.0,1.0,0.0,2.0,1.25
0.0,45.0,2.0,2.0,4.0,3.0,1310.0,0.0,0.0,0.0,2.0,0.0,0.66
0.0,94.0,2.0,2.0,2.0,3.0,667.0,0.0,0.0,0.0,1.0,2.0,0.39
0.0,101.0,3.0,3.0,4.0,3.0,1990.0,0.0,0.0,0.0,2.0,2.0,1.3
0.0,105.0,3.0,3.0,2.0,3.0,1578.0,0.0,0.0,0.0,1.0,0.0,1.25
0.0,113.0,2.0,2.0,2.0,3.0,822.0,0.0,0.0,0.0,2.0,2.0,0.58
0.0,107.0,3.0,3.0,5.0,3.0,1423.0,0.0,0.0,0.0,2.0,1.0,0.85
1.0,76.0,5.0,6.0,4.0,1.0,3150.0,1.0,0.0,0.0,1.0,2.0,12.0
0.0,74.0,3.0,2.0,2.0,4.0,630.0,0.0,0.0,0.0,1.0,1.0,0.42
1.0,13.0,4.0,4.0,4.0,1.0,5400.0,1.0,0.0,1.0,1.0,1.0,5.65
0.0,99.0,4.0,6.0,3.0,3.0,3920.0,1.0,0.0,0.0,0.0,2.0,2.2
0.0,84.0,3.0,3.0,3.0,0.0,1466.0,0.0,0.0,0.0,2.0,1.0,0.98
0.0,99.0,4.0,4.0,3.0,3.0,2600.0,0.0,0.0,0.0,1.0,2.0,2.13
0.0,41.0,3.0,2.0,2.0,4.0,1857.0,0.0,0.0,0.0,2.0,0.0,1.67
0.0,8.0,3.0,3.0,4.0,3.0,2217.0,1.0,0.0,1.0,2.0,0.0,2.49
0.0,107.0,4.0,3.0,2.0,3.0,1719.0,0.0,0.0,0.0,1.0,2.0,0.8
0.0,99.0,3.0,4.0,2.0,3.0,1900.0,1.0,0.0,1.0,0.0,2.0,1.25
0.0,105.0,4.0,5.0,2.0,1.0,2248.0,1.0,0.0,0.0,2.0,2.0,1.27
0.0,77.0,4.0,4.0,4.0,0.0,2127.0,1.0,0.0,1.0,2.0,2.0,2.7
0.0,7.0,3.0,3.0,4.0,3.0,1560.0,0.0,0.0,0.0,2.0,0.0,1.34
0.0,94.0,3.0,4.0,4.0,3.0,1900.0,1.0,0.0,2.0,2.0,2.0,2.2
0.0,103.0,2.0,3.0,3.0,4.0,1502.0,0.0,0.0,0.0,2.0,2.0,0.8
0.0,101.0,3.0,2.0,2.0,4.0,663.0,0.0,0.0,0.0,1.0,1.0,0.5
1.0,13.0,5.0,6.0,2.0,3.0,5400.0,1.0,0.0,0.0,0.0,1.0,7.0
0.0,99.0,4.0,4.0,3.0,3.0,2300.0,1.0,0.0,0.0,1.0,2.0,2.14
0.0,98.0,2.0,2.0,3.0,1.0,1222.0,0.0,0.0,0.0,1.0,2.0,0.85
0.0,46.0,2.0,2.0,2.0,3.0,1276.0,0.0,0.0,0.0,2.0,1.0,1.17
0.0,84.0,3.0,3.0,3.0,3.0,1466.0,0.0,0.0,1.0,1.0,2.0,1.2
0.0,109.0,2.0,2.0,2.0,1.0,632.0,0.0,0.0,1.0,1.0,1.0,0.45
0.0,78.0,2.0,2.0,1.0,3.0,657.0,0.0,0.0,1.0,1.0,2.0,0.53
0.0,6.0,3.0,3.0,3.0,3.0,2351.0,1.0,1.0,0.0,2.0,1.0,2.6
0.0,99.0,3.0,4.0,3.0,3.0,2300.0,0.0,0.0,0.0,1.0,2.0,1.98
0.0,10.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,0.0,1.0,0.0,1.17
0.0,46.0,3.0,3.0,3.0,3.0,1686.0,0.0,0.0,0.0,1.0,0.0,1.5
0.0,100.0,2.0,2.0,1.0,3.0,1231.0,0.0,0.0,0.0,2.0,2.0,0.67
0.0,41.0,2.0,2.0,3.0,4.0,1279.0,0.0,0.0,0.0,1.0,1.0,1.65
0.0,55.0,3.0,3.0,4.0,0.0,1888.0,1.0,0.0,1.0,2.0,2.0,2.4
1.0,74.0,3.0,3.0,4.0,1.0,2771.0,1.0,0.0,1.0,0.0,2.0,3.85
0.0,19.0,4.0,4.0,4.0,4.0,2553.0,1.0,0.0,0.0,2.0,2.0,2.87
1.0,95.0,3.0,3.0,2.0,1.0,1700.0,0.0,0.0,0.0,2.0,2.0,1.4
0.0,11.0,2.0,2.0,3.0,3.0,1281.0,0.0,0.0,0.0,1.0,1.0,1.15
0.0,18.0,3.0,4.0,4.0,3.0,2225.56,1.0,0.0,1.0,0.0,0.0,3.65
0.0,80.0,4.0,5.0,4.0,3.0,2910.0,0.0,0.0,0.0,1.0,0.0,3.25
0.0,98.0,3.0,3.0,4.0,1.0,1561.0,0.0,0.0,0.0,1.0,2.0,0.79
0.0,109.0,3.0,2.0,1.0,3.0,716.0,0.0,0.0,1.0,2.0,1.0,0.38
0.0,65.0,3.0,3.0,4.0,0.0,1900.0,1.0,0.0,1.0,2.0,2.0,1.55
0.0,18.0,3.0,5.0,2.0,3.0,2800.0,1.0,0.0,0.0,2.0,2.0,3.65
0.0,105.0,4.0,4.0,4.0,0.0,2468.0,0.0,0.0,0.0,2.0,0.0,1.8
0.0,8.0,1.0,1.0,1.0,3.0,301.0,0.0,0.0,0.0,2.0,2.0,0.2
0.0,80.0,2.0,3.0,5.0,3.0,1100.0,0.0,0.0,0.0,2.0,1.0,1.2
0.0,56.0,4.0,5.0,4.0,1.0,3444.0,1.0,0.0,0.0,2.0,2.0,4.3
0.0,75.0,3.0,3.0,3.0,1.0,1969.0,0.0,0.0,0.0,1.0,0.0,2.79
0.0,45.0,3.0,3.0,4.0,3.0,1890.0,1.0,0.0,0.0,2.0,2.0,1.4
0.0,59.0,3.0,4.0,4.0,0.0,2470.0,1.0,0.0,1.0,0.0,2.0,2.65
0.0,97.0,3.0,3.0,3.0,3.0,1549.0,1.0,0.0,0.0,2.0,2.0,1.48
0.0,62.0,3.0,4.0,4.0,3.0,2500.0,1.0,0.0,1.0,1.0,2.0,5.0
0.0,7.0,1.0,2.0,2.0,1.0,402.0,0.0,0.0,0.0,1.0,2.0,0.3
1.0,57.0,6.0,6.0,3.0,0.0,2880.0,1.0,1.0,2.0,2.0,2.0,4.4
0.0,12.0,2.0,3.0,3.0,3.0,978.223232,1.0,1.0,0.0,1.0,0.0,0.98
1.0,104.0,3.0,2.0,1.0,2.0,822.0,0.0,0.0,0.0,1.0,1.0,0.5
0.0,12.0,3.0,3.0,3.0,3.0,1663.0,0.0,0.0,0.0,0.0,2.0,0.8
1.0,73.0,4.0,4.0,4.0,1.0,3950.0,0.0,0.0,0.0,2.0,0.0,8.5
0.0,7.0,3.0,3.0,4.0,3.0,1683.0,0.0,0.0,0.0,1.0,0.0,1.65
0.0,67.0,2.0,2.0,1.0,3.0,1432.0,0.0,0.0,1.0,2.0,2.0,2.2
0.0,94.0,4.0,5.0,4.0,3.0,3070.0,1.0,0.0,1.0,0.0,2.0,3.3
0.0,80.0,3.0,3.0,2.0,3.0,1381.0,0.0,0.0,0.0,0.0,1.0,1.44
0.0,63.0,3.0,4.0,4.0,3.0,1875.0,1.0,0.0,1.0,1.0,0.0,4.85
0.0,56.0,5.0,6.0,4.0,3.0,7444.0,1.0,0.0,2.0,1.0,0.0,15.0
0.0,56.0,3.0,4.0,2.0,3.0,1526.0,0.0,0.0,0.0,2.0,2.0,1.78
0.0,80.0,3.0,3.0,1.0,3.0,1419.0,0.0,0.0,1.0,2.0,0.0,1.29
0.0,12.0,2.0,2.0,3.0,0.0,1720.0,0.0,0.0,1.0,1.0,1.0,0.7
0.0,6.0,3.0,3.0,3.0,3.0,1300.0,1.0,0.0,0.0,1.0,2.0,1.4
0.0,94.0,4.0,5.0,4.0,3.0,2577.0,1.0,0.0,2.0,0.0,2.0,3.5
1.0,15.0,6.0,4.0,2.0,0.0,2700.0,0.0,0.0,0.0,1.0,1.0,3.08
0.0,43.0,1.0,1.0,1.0,3.0,407.0,0.0,0.0,0.0,2.0,2.0,0.36
1.0,30.0,9.0,9.0,4.0,0.0,4200.0,1.0,0.0,1.0,1.0,2.0,5.5
0.0,107.0,2.0,2.0,2.0,1.0,1498.0,0.0,0.0,0.0,1.0,2.0,0.62
0.0,91.0,2.0,2.0,4.0,3.0,1172.0,0.0,0.0,0.0,1.0,0.0,0.78
1.0,47.0,4.0,9.0,4.0,3.0,4800.0,0.0,1.0,1.0,0.0,1.0,4.0
0.0,6.0,2.0,2.0,2.0,3.0,915.0,0.0,0.0,0.0,1.0,0.0,0.95
0.0,77.0,3.0,3.0,3.0,3.0,2200.0,1.0,0.0,1.0,1.0,2.0,2.99
0.0,75.0,3.0,4.0,2.0,3.0,3355.0,0.0,0.0,0.0,1.0,0.0,6.15
1.0,59.0,3.0,4.0,2.0,0.0,3240.0,1.0,0.0,1.0,2.0,1.0,12.0
0.0,18.0,2.0,2.0,3.0,3.0,1939.03,0.0,0.0,1.0,0.0,2.0,2.5
1.0,66.0,2.0,8.0,4.0,3.0,1458.0,0.0,1.0,1.0,2.0,2.0,3.8
0.0,30.0,2.0,2.0,1.0,0.0,995.0,0.0,0.0,1.0,1.0,1.0,0.55
1.0,56.0,4.0,4.0,3.0,2.0,3240.0,1.0,0.0,1.0,1.0,1.0,8.4
0.0,113.0,2.0,2.0,2.0,3.0,556.0,0.0,0.0,0.0,1.0,2.0,0.35
1.0,36.0,3.0,3.0,0.0,2.0,112.0,0.0,0.0,0.0,1.0,1.0,0.9
0.0,90.0,3.0,3.0,2.0,4.0,2813.0,1.0,0.0,0.0,2.0,0.0,4.75
0.0,68.0,3.0,3.0,1.0,4.0,2738.0,1.0,0.0,0.0,1.0,0.0,5.5
1.0,48.0,5.0,5.0,0.0,3.0,3660.0,0.0,0.0,0.0,1.0,1.0,5.15
0.0,97.0,3.0,3.0,3.0,3.0,1387.0,1.0,0.0,0.0,1.0,2.0,1.35
0.0,100.0,2.0,2.0,1.0,1.0,1231.0,0.0,0.0,0.0,2.0,2.0,0.78
0.0,7.0,4.0,4.0,3.0,3.0,2602.0,1.0,1.0,0.0,1.0,0.0,2.45
0.0,80.0,4.0,4.0,2.0,3.0,1819.0,0.0,0.0,1.0,0.0,0.0,1.85
1.0,95.0,4.0,4.0,4.0,3.0,3900.0,1.0,0.0,2.0,2.0,2.0,7.0
0.0,107.0,4.0,3.0,2.0,1.0,1778.0,0.0,0.0,0.0,1.0,0.0,1.1
0.0,55.0,1.0,1.0,2.0,2.0,599.0,0.0,0.0,0.0,2.0,2.0,0.65
0.0,114.0,2.0,2.0,3.0,1.0,1361.0,0.0,0.0,0.0,1.0,0.0,1.5
1.0,31.0,8.0,10.0,4.0,2.0,3915.0,0.0,0.0,0.0,1.0,1.0,10.0
0.0,91.0,3.0,2.0,3.0,3.0,1570.0,0.0,0.0,0.0,1.0,2.0,1.7
0.0,11.0,2.0,2.0,2.0,3.0,608.0,0.0,0.0,0.0,1.0,2.0,0.35
1.0,13.0,4.0,5.0,4.0,3.0,2430.0,1.0,0.0,1.0,2.0,1.0,6.0
0.0,91.0,2.0,2.0,5.0,4.0,1295.0,0.0,0.0,0.0,1.0,2.0,0.71
0.0,35.0,3.0,3.0,2.0,2.0,1700.0,1.0,0.0,0.0,0.0,0.0,2.26
0.0,20.0,3.0,4.0,2.0,2.0,2000.0,1.0,0.0,0.0,1.0,1.0,1.15
1.0,27.0,4.0,4.0,3.0,3.0,1557.0,0.0,1.0,1.0,1.0,1.0,2.9
0.0,84.0,4.0,4.0,3.0,0.0,2127.0,1.0,0.0,0.0,2.0,2.0,1.3
0.0,6.0,3.0,3.0,3.0,3.0,1676.0,0.0,0.0,0.0,1.0,2.0,2.0
0.0,100.0,3.0,4.0,3.0,3.0,1339.0,0.0,0.0,0.0,1.0,1.0,1.25
0.0,82.0,3.0,3.0,2.0,4.0,1457.0,0.0,0.0,0.0,1.0,1.0,1.13
0.0,75.0,3.0,3.0,2.0,4.0,2040.0,1.0,0.0,0.0,1.0,0.0,3.67
0.0,6.0,3.0,4.0,4.0,3.0,1748.0,1.0,0.0,1.0,2.0,0.0,1.75
0.0,62.0,3.0,4.0,3.0,2.0,3222.0,1.0,0.0,1.0,1.0,2.0,5.0
0.0,59.0,3.0,3.0,4.0,0.0,1830.0,0.0,0.0,1.0,0.0,0.0,1.82
0.0,45.0,2.0,3.0,4.0,4.0,1299.0,0.0,0.0,0.0,2.0,0.0,0.7
0.0,12.0,3.0,2.0,5.0,3.0,1991.0,0.0,0.0,1.0,2.0,1.0,1.25
1.0,8.0,2.0,2.0,1.0,1.0,795.0,0.0,0.0,0.0,1.0,1.0,0.48
1.0,21.0,2.0,2.0,2.0,2.0,1426.0,0.0,0.0,0.0,1.0,2.0,1.5
0.0,45.0,3.0,3.0,3.0,3.0,1435.0,0.0,0.0,0.0,2.0,2.0,0.9
0.0,85.0,3.0,3.0,3.0,0.0,2986.0,1.0,0.0,0.0,2.0,1.0,3.25
0.0,52.0,4.0,4.0,4.0,0.0,2712.0,1.0,0.0,0.0,1.0,2.0,6.5
0.0,107.0,3.0,4.0,3.0,0.0,1778.0,0.0,0.0,0.0,2.0,1.0,0.75
0.0,75.0,2.0,2.0,2.0,3.0,1358.0,0.0,0.0,0.0,1.0,0.0,1.9
0.0,41.0,2.0,2.0,2.0,1.0,1095.0,0.0,0.0,0.0,1.0,2.0,1.3
1.0,47.0,3.0,9.0,4.0,3.0,1494.0,0.0,0.0,1.0,1.0,2.0,4.3
1.0,32.0,5.0,4.0,3.0,2.0,1350.0,0.0,0.0,0.0,1.0,2.0,4.31
0.0,95.0,3.0,5.0,4.0,3.0,2000.0,1.0,0.0,1.0,2.0,2.0,1.22
0.0,10.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,0.0,0.0,2.0,1.25
0.0,45.0,3.0,3.0,3.0,4.0,1647.0,0.0,0.0,0.0,1.0,2.0,1.2
1.0,21.0,6.0,6.0,0.0,2.0,192.0,0.0,0.0,0.0,1.0,2.0,0.62
1.0,60.0,6.0,3.0,4.0,3.0,900.0,0.0,0.0,0.0,2.0,2.0,2.25
1.0,106.0,4.0,4.0,3.0,1.0,2430.0,0.0,0.0,1.0,1.0,1.0,3.6
0.0,78.0,3.0,3.0,2.0,4.0,1346.0,0.0,0.0,0.0,1.0,2.0,2.0
0.0,6.0,4.0,4.0,4.0,3.0,3178.0,0.0,0.0,1.0,2.0,2.0,3.0
0.0,107.0,3.0,3.0,1.0,1.0,711.0,0.0,0.0,2.0,2.0,0.0,0.5
0.0,75.0,3.0,3.0,4.0,3.0,2380.0,1.0,0.0,1.0,1.0,2.0,4.7
0.0,63.0,4.0,4.0,2.0,0.0,2076.0,1.0,0.0,2.0,2.0,2.0,6.75
1.0,112.0,9.0,9.0,4.0,3.0,3150.0,0.0,0.0,1.0,1.0,2.0,4.5
1.0,49.0,3.0,3.0,2.0,3.0,76.0,0.0,0.0,0.0,1.0,1.0,0.67
0.0,107.0,4.0,3.0,3.0,3.0,2533.0,1.0,0.0,0.0,2.0,0.0,1.19
0.0,46.0,3.0,3.0,4.0,4.0,1561.0,0.0,0.0,0.0,2.0,2.0,1.1
1.0,49.0,3.0,3.0,0.0,0.0,117.0,0.0,0.0,0.0,1.0,1.0,0.7
0.0,91.0,3.0,4.0,4.0,3.0,1416.0,1.0,0.0,1.0,2.0,0.0,1.5
0.0,106.0,2.0,2.0,2.0,3.0,1186.0,0.0,0.0,0.0,2.0,2.0,0.95
0.0,107.0,3.0,3.0,1.0,3.0,579.0,0.0,0.0,0.0,1.0,1.0,0.5
0.0,71.0,3.0,3.0,2.0,4.0,1778.0,0.0,0.0,0.0,1.0,1.0,2.2
0.0,71.0,3.0,3.0,2.0,1.0,1721.0,0.0,0.0,0.0,0.0,2.0,2.2
0.0,99.0,2.0,2.0,1.0,4.0,97.0,0.0,0.0,0.0,1.0,0.0,1.05
1.0,114.0,1.0,4.0,4.0,2.0,535.0,0.0,0.0,0.0,1.0,2.0,1.2
0.0,91.0,2.0,2.0,3.0,3.0,1450.0,0.0,0.0,0.0,2.0,2.0,0.9
0.0,107.0,2.0,2.0,2.0,3.0,905.0,0.0,0.0,0.0,2.0,1.0,0.5
0.0,83.0,2.0,2.0,3.0,3.0,1402.0,0.0,0.0,0.0,1.0,0.0,1.25
0.0,71.0,2.0,2.0,2.0,4.0,1278.0,0.0,0.0,0.0,1.0,2.0,1.47
0.0,113.0,3.0,2.0,2.0,4.0,1014.0,0.0,0.0,0.0,2.0,1.0,0.9
1.0,20.0,2.0,1.0,0.0,2.0,360.0,0.0,0.0,0.0,1.0,1.0,0.35
0.0,46.0,3.0,3.0,3.0,3.0,1990.0,0.0,0.0,0.0,2.0,2.0,1.1
0.0,72.0,4.0,6.0,3.0,3.0,3933.0,1.0,0.0,1.0,2.0,0.0,9.95
0.0,110.0,3.0,4.0,3.0,1.0,2516.0,1.0,0.0,1.0,0.0,1.0,2.45
0.0,91.0,3.0,3.0,3.0,3.0,1348.0,0.0,0.0,1.0,1.0,0.0,1.2
0.0,10.0,4.0,6.0,4.0,3.0,2131.0,1.0,0.0,0.0,2.0,0.0,1.42
0.0,13.0,1.0,1.0,2.0,3.0,965.0,0.0,0.0,0.0,1.0,2.0,1.7
0.0,35.0,3.0,4.0,3.0,2.0,3133.0,1.0,1.0,0.0,1.0,2.0,4.3
0.0,103.0,3.0,3.0,3.0,4.0,867.0,0.0,0.0,0.0,1.0,1.0,1.32
