property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1.0,56.0,7.0,7.0,3.0,0.0,2340.0,0.0,0.0,1.0,1.0,1.0,5.0
0.0,107.0,3.0,3.0,3.0,0.0,1571.0,0.0,0.0,0.0,1.0,2.0,0.65
0.0,80.0,3.0,3.0,2.0,3.0,1578.0,0.0,0.0,1.0,2.0,1.0,1.65
0.0,10.0,2.0,2.0,3.0,1.0,1200.0,0.0,0.0,1.0,0.0,2.0,0.97
0.0,90.0,3.0,3.0,4.0,2.0,2176.0,1.0,0.0,0.0,2.0,2.0,1.1
0.0,75.0,3.0,3.0,3.0,4.0,1828.0,0.0,0.0,0.0,2.0,0.0,3.0
0.0,96.0,3.0,3.0,4.0,3.0,2333.0,1.0,0.0,2.0,2.0,0.0,2.25
1.0,7.0,4.0,4.0,4.0,3.0,3222.0,1.0,1.0,1.0,2.0,1.0,4.35
0.0,13.0,3.0,3.0,3.0,3.0,2303.0,1.0,0.0,0.0,2.0,2.0,1.6
0.0,106.0,2.0,2.0,4.0,3.0,1302.0,0.0,0.0,1.0,1.0,2.0,0.89
0.0,103.0,3.0,3.0,2.0,1.0,1423.0,0.0,0.0,0.0,1.0,2.0,1.2
1.0,55.0,3.0,3.0,3.0,2.0,275.0,0.0,0.0,1.0,1.0,1.0,1.15
0.0,10.0,4.0,5.0,4.0,3.0,1535.0,1.0,0.0,0.0,1.0,2.0,1.34
1.0,13.0,7.0,5.0,4.0,3.0,4500.0,1.0,0.0,0.0,1.0,2.0,11.25
0.0,95.0,2.0,2.0,3.0,3.0,1383.0,0.0,0.0,0.0,1.0,2.0,0.8
0.0,7.0,2.0,2.0,3.0,3.0,1080.0,0.0,0.0,1.0,0.0,2.0,1.15
0.0,83.0,3.0,3.0,3.0,3.0,1946.0,1.0,0.0,0.0,2.0,0.0,2.4
0.0,71.0,2.0,2.0,2.0,4.0,1278.0,0.0,0.0,0.0,1.0,2.0,1.6
0.0,46.0,4.0,3.0,3.0,3.0,2025.0,1.0,0.0,0.0,1.0,0.0,1.77
0.0,72.0,5.0,7.0,3.0,3.0,4990.0,1.0,0.0,1.0,0.0,2.0,10.75
0.0,80.0,4.0,4.0,2.0,3.0,1819.0,0.0,0.0,0.0,2.0,1.0,2.0
1.0,33.0,4.0,4.0,4.0,3.0,9000.0,1.0,1.0,1.0,2.0,1.0,23.0
1.0,78.0,4.0,4.0,2.0,1.0,2700.0,0.0,0.0,1.0,2.0,2.0,1.83
0.0,77.0,3.0,4.0,3.0,3.0,2100.0,1.0,0.0,1.0,1.0,0.0,3.39
0.0,80.0,4.0,4.0,2.0,3.0,1389.0,0.0,0.0,0.0,0.0,1.0,1.92
0.0,19.0,3.0,2.0,2.0,3.0,1420.0,0.0,0.0,0.0,1.0,2.0,1.65
0.0,11.0,2.0,2.0,2.0,3.0,543.0,0.0,0.0,0.0,1.0,1.0,0.27
0.0,1.0,4.0,4.0,4.0,0.0,5350.0,0.0,0.0,0.0,2.0,1.0,5.9
1.0,27.0,6.0,4.0,0.0,0.0,4000.0,0.0,0.0,0.0,1.0,2.0,5.0
0.0,99.0,4.0,5.0,4.0,4.0,20136.0,0.0,0.0,1.0,1.0,0.0,2.5
0.0,113.0,3.0,3.0,3.0,1.0,2444.0,1.0,0.0,0.0,2.0,1.0,1.35
0.0,94.0,3.0,4.0,4.0,3.0,1825.0,1.0,0.0,1.0,2.0,0.0,2.3
0.0,27.0,3.0,4.0,4.0,0.0,1738.0,1.0,0.0,0.0,2.0,0.0,1.59
0.0,5.0,4.0,4.0,4.0,0.0,1956.0,0.0,0.0,2.0,1.0,2.0,2.01
0.0,107.0,3.0,3.0,3.0,3.0,1792.0,1.0,0.0,1.0,2.0,0.0,1.55
0.0,99.0,2.0,2.0,3.0,1.0,1550.0,0.0,0.0,0.0,2.0,0.0,1.04
1.0,49.0,2.0,4.0,3.0,0.0,640.0,0.0,0.0,0.0,1.0,1.0,0.75
0.0,12.0,3.0,3.0,2.0,3.0,1500.0,1.0,0.0,0.0,2.0,1.0,0.85
0.0,94.0,3.0,3.0,2.0,3.0,1700.0,1.0,0.0,2.0,0.0,0.0,2.5
0.0,80.0,2.0,1.0,1.0,3.0,584.0,0.0,0.0,0.0,1.0,0.0,0.6
0.0,107.0,4.0,3.0,3.0,4.0,2040.0,1.0,0.0,0.0,2.0,2.0,1.07
1.0,81.0,5.0,3.0,0.0,2.0,148.0,0.0,0.0,0.0,1.0,1.0,2.25
0.0,75.0,3.0,3.0,3.0,3.0,1493.0,1.0,0.0,1.0,0.0,1.0,2.36
0.0,71.0,3.0,3.0,3.0,3.0,1592.0,0.0,0.0,1.0,1.0,0.0,2.1
1.0,57.0,3.0,3.0,3.0,0.0,2000.0,1.0,1.0,0.0,1.0,1.0,4.05
0.0,80.0,3.0,3.0,2.0,3.0,1428.0,0.0,0.0,1.0,0.0,2.0,1.52
1.0,10.0,5.0,4.0,4.0,1.0,4000.0,1.0,1.0,0.0,0.0,0.0,5.6
0.0,68.0,4.0,4.0,4.0,3.0,4254.0,1.0,1.0,1.0,0.0,0.0,5.0
0.0,77.0,3.0,4.0,4.0,3.0,2490.0,1.0,0.0,1.0,2.0,0.0,3.65
0.0,94.0,3.0,4.0,4.0,3.0,2300.0,1.0,1.0,1.0,2.0,2.0,2.25
0.0,65.0,1.0,1.0,2.0,2.0,667.0,0.0,0.0,0.0,1.0,2.0,0.5
1.0,20.0,5.0,5.0,2.0,2.0,1350.0,0.0,0.0,0.0,1.0,2.0,2.0
0.0,59.0,3.0,3.0,4.0,0.0,2357.0,1.0,0.0,0.0,2.0,2.0,2.7
0.0,74.0,3.0,3.0,3.0,1.0,1202.0,1.0,0.0,0.0,2.0,2.0,3.23
0.0,1.0,2.0,2.0,1.0,2.0,1028.0,0.0,0.0,1.0,1.0,0.0,0.56
0.0,81.0,3.0,2.0,1.0,3.0,1100.0,0.0,0.0,1.0,2.0,2.0,0.8
0.0,8.0,4.0,4.0,4.0,3.0,2851.0,1.0,0.0,0.0,0.0,2.0,2.65
0.0,75.0,3.0,3.0,3.0,3.0,1650.0,1.0,0.0,0.0,1.0,2.0,2.55
0.0,0.0,3.0,3.0,2.0,4.0,1267.0,0.0,0.0,0.0,1.0,2.0,1.3
0.0,99.0,2.0,2.0,3.0,3.0,1484.0,0.0,0.0,0.0,1.0,0.0,1.05
0.0,91.0,3.0,4.0,4.0,1.0,1659.0,1.0,0.0,0.0,1.0,2.0,1.95
0.0,91.0,4.0,5.0,2.0,1.0,2675.0,1.0,0.0,0.0,1.0,2.0,2.55
1.0,58.0,2.0,2.0,1.0,2.0,900.0,0.0,0.0,0.0,1.0,1.0,0.8
1.0,62.0,5.0,5.0,4.0,0.0,2646.0,0.0,0.0,1.0,1.0,1.0,4.65
0.0,97.0,3.0,3.0,4.0,3.0,1600.0,0.0,0.0,1.0,2.0,2.0,1.1
1.0,69.0,2.0,2.0,0.0,0.0,1222.0,0.0,0.0,0.0,1.0,2.0,0.85
0.0,90.0,3.0,4.0,3.0,0.0,1668.0,1.0,0.0,0.0,2.0,2.0,0.88
0.0,27.0,2.0,3.0,5.0,0.0,1000.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,15.0,7.0,3.0,0.0,0.0,300.0,0.0,0.0,0.0,1.0,2.0,1.2
0.0,10.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,0.0,1.0,0.0,1.13
0.0,113.0,2.0,2.0,2.0,3.0,1275.0,0.0,0.0,0.0,1.0,2.0,0.9
1.0,66.0,4.0,3.0,4.0,0.0,1665.0,1.0,1.0,0.0,0.0,1.0,3.3
0.0,105.0,3.0,3.0,4.0,3.0,1929.0,1.0,0.0,0.0,2.0,2.0,1.25
0.0,16.0,4.0,5.0,3.0,3.0,3000.0,1.0,0.0,0.0,0.0,2.0,3.4
0.0,8.0,3.0,4.0,4.0,3.0,2000.0,1.0,0.0,1.0,2.0,2.0,1.05
0.0,75.0,3.0,3.0,3.0,3.0,1524.0,1.0,0.0,1.0,2.0,1.0,2.36
0.0,13.0,3.0,4.0,3.0,3.0,1896.0,1.0,0.0,0.0,2.0,2.0,2.15
0.0,65.0,4.0,4.0,4.0,3.0,2300.0,0.0,0.0,1.0,2.0,2.0,2.09
0.0,107.0,4.0,4.0,5.0,3.0,2040.0,0.0,0.0,0.0,1.0,2.0,1.3
1.0,21.0,4.0,5.0,2.0,2.0,4950.0,0.0,0.0,0.0,1.0,1.0,4.5
0.0,75.0,3.0,3.0,3.0,4.0,1667.0,0.0,0.0,0.0,2.0,0.0,3.0
1.0,27.0,3.0,3.0,2.0,2.0,594.0,0.0,0.0,1.0,1.0,1.0,1.15
0.0,17.0,3.0,4.0,2.0,3.0,2200.0,1.0,0.0,0.0,2.0,2.0,2.58
0.0,6.0,3.0,4.0,4.0,3.0,1945.0,1.0,0.0,0.0,2.0,2.0,2.1
0.0,107.0,3.0,4.0,4.0,3.0,1804.0,1.0,0.0,1.0,0.0,0.0,1.68
0.0,19.0,5.0,6.0,4.0,0.0,7294.0,0.0,0.0,0.0,2.0,0.0,6.0
0.0,78.0,3.0,3.0,2.0,1.0,1346.0,0.0,1.0,1.0,2.0,2.0,1.6
0.0,82.0,3.0,3.0,3.0,1.0,1527.0,1.0,0.0,0.0,1.0,2.0,1.63
1.0,63.0,4.0,4.0,4.0,0.0,8036.0,1.0,1.0,0.0,1.0,1.0,25.0
0.0,107.0,4.0,4.0,3.0,3.0,2286.0,1.0,0.0,0.0,2.0,2.0,1.1
0.0,83.0,4.0,4.0,3.0,3.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.6
0.0,46.0,2.0,2.0,3.0,0.0,1410.0,0.0,0.0,0.0,2.0,0.0,0.75
1.0,81.0,3.0,2.0,1.0,2.0,900.0,0.0,0.0,0.0,1.0,1.0,0.45
1.0,32.0,5.0,5.0,4.0,2.0,1800.0,1.0,1.0,1.0,2.0,2.0,6.5
0.0,65.0,3.0,3.0,3.0,0.0,2200.0,0.0,0.0,0.0,1.0,2.0,1.7
0.0,113.0,2.0,2.0,3.0,1.0,822.0,0.0,0.0,0.0,2.0,1.0,0.65
0.0,71.0,3.0,3.0,2.0,1.0,1721.0,0.0,0.0,0.0,2.0,2.0,2.0
1.0,76.0,4.0,4.0,4.0,3.0,5574.7,1.0,1.0,0.0,2.0,2.0,9.01
0.0,15.0,3.0,2.0,5.0,2.0,1403.0,0.0,0.0,0.0,1.0,1.0,0.8
0.0,16.0,2.0,2.0,1.0,3.0,606.0,0.0,0.0,0.0,2.0,2.0,0.35
0.0,35.0,2.0,2.0,2.0,1.0,1278.0,0.0,0.0,2.0,2.0,0.0,1.91
0.0,107.0,2.0,2.0,2.0,1.0,1083.0,0.0,0.0,1.0,1.0,1.0,0.78
1.0,20.0,2.0,2.0,1.0,2.0,166.0,0.0,0.0,0.0,1.0,1.0,1.4
0.0,79.0,2.0,2.0,3.0,1.0,1127.0,0.0,0.0,0.0,2.0,0.0,1.1
0.0,84.0,3.0,3.0,2.0,0.0,1541.0,1.0,0.0,1.0,2.0,0.0,1.15
0.0,22.0,3.0,4.0,4.0,2.0,1956.0,0.0,0.0,0.0,1.0,2.0,2.2
0.0,91.0,3.0,4.0,4.0,3.0,1963.0,1.0,0.0,0.0,2.0,2.0,2.0
0.0,7.0,4.0,6.0,4.0,3.0,2729.0,1.0,0.0,1.0,0.0,2.0,2.36
0.0,46.0,3.0,3.0,2.0,4.0,778.0,0.0,0.0,0.0,1.0,1.0,0.5
1.0,20.0,1.0,1.0,2.0,2.0,2000.0,0.0,0.0,0.0,1.0,1.0,1.7
0.0,105.0,3.0,4.0,3.0,1.0,1697.0,1.0,0.0,0.0,2.0,2.0,0.96
1.0,59.0,4.0,4.0,3.0,2.0,3200.0,0.0,0.0,1.0,2.0,1.0,7.42
1.0,42.0,3.0,1.0,0.0,1.0,1081.0,0.0,0.0,0.0,1.0,1.0,0.75
0.0,89.0,3.0,3.0,4.0,1.0,1451.0,0.0,1.0,1.0,2.0,2.0,1.35
0.0,84.0,3.0,3.0,3.0,0.0,1577.0,1.0,0.0,1.0,2.0,2.0,1.16
0.0,76.0,3.0,4.0,3.0,3.0,2200.0,1.0,1.0,1.0,2.0,2.0,3.4
0.0,74.0,3.0,3.0,4.0,4.0,2667.0,0.0,0.0,0.0,2.0,1.0,3.7
1.0,95.0,3.0,3.0,4.0,1.0,2160.0,1.0,0.0,0.0,1.0,2.0,4.7
0.0,52.0,4.0,5.0,3.0,0.0,5000.0,1.0,0.0,2.0,2.0,2.0,8.44
1.0,81.0,4.0,5.0,4.0,2.0,3600.0,1.0,0.0,0.0,1.0,1.0,8.0
1.0,31.0,4.0,4.0,4.0,3.0,1080.0,0.0,1.0,2.0,1.0,2.0,2.6
0.0,99.0,3.0,4.0,3.0,3.0,1925.0,0.0,0.0,0.0,1.0,2.0,1.83
1.0,33.0,4.0,4.0,4.0,2.0,4518.0,0.0,0.0,0.0,1.0,2.0,5.8
0.0,8.0,2.0,2.0,4.0,3.0,1269.0,0.0,0.0,0.0,2.0,2.0,0.85
0.0,99.0,3.0,4.0,3.0,3.0,2227.0,1.0,0.0,0.0,0.0,2.0,1.58
0.0,80.0,4.0,6.0,4.0,3.0,2817.0,1.0,0.0,0.0,0.0,0.0,3.1
0.0,107.0,4.0,4.0,3.0,1.0,1828.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,84.0,2.0,2.0,1.0,3.0,557.0,0.0,0.0,0.0,2.0,2.0,0.6
0.0,2.0,3.0,2.0,2.0,0.0,1508.0,0.0,0.0,0.0,1.0,2.0,0.85
0.0,107.0,3.0,3.0,2.0,3.0,1442.0,0.0,0.0,0.0,2.0,0.0,0.68
0.0,23.0,3.0,3.0,4.0,0.0,1611.0,0.0,0.0,0.0,2.0,1.0,1.6
0.0,60.0,3.0,4.0,3.0,0.0,1773.0,0.0,1.0,0.0,2.0,1.0,1.7
0.0,67.0,3.0,4.0,2.0,3.0,2000.0,1.0,0.0,1.0,0.0,2.0,3.83
0.0,113.0,3.0,3.0,3.0,3.0,1599.0,0.0,0.0,0.0,2.0,2.0,0.9
0.0,94.0,3.0,3.0,3.0,3.0,2343.0,1.0,0.0,1.0,1.0,0.0,2.7
0.0,105.0,3.0,3.0,4.0,3.0,1572.0,0.0,0.0,0.0,2.0,0.0,1.2
0.0,111.0,2.0,1.0,5.0,1.0,500.0,0.0,0.0,0.0,1.0,0.0,0.3
0.0,100.0,3.0,3.0,1.0,3.0,1550.0,0.0,0.0,0.0,0.0,0.0,1.5
0.0,76.0,3.0,4.0,3.0,3.0,2150.0,1.0,0.0,0.0,2.0,2.0,3.5
0.0,7.0,2.0,2.0,2.0,3.0,1222.0,0.0,0.0,0.0,1.0,1.0,0.9
0.0,80.0,3.0,3.0,1.0,3.0,1419.0,0.0,0.0,0.0,2.0,0.0,1.32
0.0,74.0,2.0,2.0,2.0,4.0,1372.0,0.0,0.0,0.0,1.0,2.0,1.4
1.0,35.0,10.0,10.0,4.0,3.0,8056.0,0.0,0.0,0.0,1.0,1.0,13.0
1.0,13.0,5.0,7.0,4.0,3.0,6228.0,1.0,1.0,0.0,2.0,2.0,6.25
0.0,94.0,3.0,4.0,4.0,1.0,2407.0,1.0,0.0,1.0,0.0,2.0,2.4
0.0,105.0,3.0,3.0,3.0,3.0,1603.0,0.0,0.0,1.0,1.0,2.0,1.26
1.0,8.0,3.0,3.0,1.0,0.0,900.0,0.0,0.0,2.0,1.0,1.0,0.62
0.0,105.0,3.0,3.0,3.0,3.0,1540.0,0.0,0.0,0.0,0.0,2.0,1.29
0.0,85.0,4.0,4.0,4.0,1.0,3000.0,1.0,0.0,1.0,0.0,0.0,5.25
0.0,78.0,4.0,4.0,5.0,1.0,2556.0,0.0,0.0,0.0,1.0,2.0,1.85
1.0,22.0,5.0,5.0,1.0,3.0,2778.0,0.0,0.0,0.0,1.0,1.0,4.5
0.0,78.0,2.0,2.0,1.0,1.0,657.0,0.0,0.0,0.0,1.0,0.0,0.7
0.0,59.0,3.0,4.0,4.0,0.0,1870.0,1.0,0.0,1.0,0.0,2.0,1.8
0.0,105.0,4.0,4.0,4.0,3.0,2139.0,1.0,0.0,0.0,2.0,1.0,1.55
0.0,113.0,2.0,1.0,3.0,1.0,828.0,0.0,0.0,0.0,2.0,1.0,0.54
1.0,33.0,7.0,9.0,4.0,0.0,9000.0,1.0,1.0,2.0,2.0,2.0,31.5
0.0,87.0,2.0,2.0,3.0,3.0,1300.0,0.0,1.0,0.0,0.0,0.0,1.5
0.0,99.0,3.0,4.0,3.0,3.0,2400.0,1.0,0.0,0.0,0.0,2.0,1.93
0.0,80.0,4.0,4.0,1.0,3.0,1783.0,0.0,0.0,0.0,2.0,0.0,1.75
1.0,25.0,2.0,2.0,1.0,2.0,105.0,0.0,0.0,0.0,1.0,1.0,1.52
0.0,6.0,3.0,4.0,4.0,3.0,2250.0,1.0,0.0,0.0,2.0,0.0,2.05
0.0,107.0,3.0,2.0,2.0,3.0,1473.0,0.0,0.0,2.0,1.0,0.0,0.66
0.0,99.0,3.0,3.0,1.0,3.0,1344.0,0.0,0.0,0.0,2.0,1.0,0.88
0.0,20.0,2.0,2.0,1.0,1.0,800.0,0.0,0.0,2.0,1.0,1.0,0.6
0.0,45.0,2.0,2.0,3.0,4.0,1180.0,0.0,0.0,0.0,2.0,2.0,0.6
0.0,109.0,2.0,2.0,1.0,1.0,694.0,0.0,0.0,1.0,2.0,0.0,0.33
0.0,6.0,3.0,4.0,3.0,3.0,1945.0,1.0,0.0,0.0,2.0,0.0,2.15
0.0,94.0,2.0,2.0,3.0,3.0,1223.0,0.0,0.0,1.0,2.0,2.0,0.88
0.0,82.0,2.0,2.0,2.0,3.0,1500.0,0.0,0.0,0.0,2.0,2.0,1.15
0.0,71.0,2.0,2.0,2.0,1.0,1278.0,0.0,0.0,0.0,1.0,2.0,1.58
1.0,64.0,4.0,4.0,4.0,2.0,1449.0,0.0,0.0,1.0,1.0,1.0,3.55
0.0,77.0,3.0,4.0,3.0,1.0,2016.0,1.0,0.0,1.0,0.0,2.0,3.32
1.0,114.0,2.0,2.0,1.0,1.0,1150.0,0.0,0.0,0.0,1.0,2.0,0.49
0.0,45.0,2.0,2.0,1.0,3.0,850.0,0.0,0.0,1.0,0.0,2.0,0.35
0.0,11.0,3.0,3.0,3.0,0.0,1713.0,0.0,0.0,1.0,2.0,2.0,1.21
1.0,49.0,2.0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,1.0,1.0,0.55
0.0,95.0,3.0,3.0,4.0,3.0,1844.0,1.0,1.0,1.0,0.0,1.0,1.16
0.0,59.0,3.0,3.0,3.0,0.0,2400.0,1.0,0.0,0.0,2.0,2.0,2.75
1.0,74.0,6.0,6.0,4.0,4.0,3132.0,0.0,1.0,0.0,1.0,2.0,8.5
1.0,56.0,4.0,5.0,3.0,0.0,3195.0,1.0,1.0,1.0,2.0,1.0,7.69
0.0,16.0,5.0,5.0,3.0,3.0,3466.0,1.0,0.0,0.0,2.0,2.0,3.79
0.0,45.0,3.0,4.0,3.0,3.0,1899.0,1.0,0.0,0.0,1.0,2.0,1.1
0.0,78.0,3.0,3.0,3.0,1.0,1584.0,0.0,0.0,0.0,1.0,0.0,2.0
0.0,16.0,4.0,5.0,3.0,3.0,3032.0,1.0,0.0,0.0,2.0,2.0,3.3
0.0,96.0,4.0,5.0,4.0,3.0,2110.0,1.0,0.0,2.0,0.0,2.0,2.95
0.0,101.0,4.0,4.0,3.0,1.0,1745.0,1.0,0.0,0.0,2.0,1.0,2.1
0.0,6.0,2.0,2.0,2.0,1.0,747.0,0.0,0.0,0.0,2.0,0.0,0.97
0.0,77.0,4.0,4.0,4.0,3.0,2854.0,1.0,0.0,1.0,0.0,0.0,4.5
0.0,113.0,2.0,2.0,1.0,1.0,590.0,0.0,0.0,0.0,1.0,2.0,0.45
0.0,95.0,3.0,4.0,2.0,3.0,1500.0,1.0,0.0,1.0,0.0,2.0,1.12
0.0,12.0,3.0,4.0,4.0,3.0,4600.0,0.0,0.0,0.0,1.0,0.0,2.15
0.0,46.0,3.0,3.0,4.0,3.0,1675.0,0.0,0.0,0.0,0.0,2.0,0.98
1.0,49.0,4.0,3.0,2.0,0.0,211.0,0.0,1.0,1.0,1.0,1.0,1.9
0.0,35.0,3.0,3.0,3.0,0.0,1777.0,1.0,0.0,0.0,2.0,2.0,2.3
0.0,90.0,3.0,3.0,3.0,0.0,1853.0,0.0,0.0,0.0,1.0,2.0,1.05
0.0,98.0,2.0,2.0,1.0,3.0,1149.0,0.0,0.0,0.0,1.0,2.0,1.2
0.0,99.0,2.0,2.0,2.0,3.0,1050.0,0.0,0.0,0.0,0.0,2.0,0.55
0.0,7.0,3.0,3.0,4.0,1.0,1464.0,0.0,0.0,0.0,2.0,1.0,1.25
0.0,98.0,2.0,2.0,1.0,3.0,528.0,0.0,0.0,0.0,1.0,2.0,0.35
0.0,76.0,3.0,3.0,2.0,3.0,2200.0,0.0,0.0,0.0,2.0,2.0,3.5
1.0,81.0,4.0,2.0,2.0,2.0,1575.0,0.0,0.0,0.0,1.0,1.0,1.75
0.0,113.0,2.0,2.0,2.0,3.0,762.0,0.0,0.0,0.0,2.0,2.0,0.4
0.0,61.0,4.0,4.0,3.0,0.0,2100.0,0.0,0.0,0.0,1.0,1.0,1.55
0.0,63.0,4.0,5.0,4.0,3.0,3444.0,1.0,0.0,0.0,1.0,2.0,11.0
1.0,88.0,4.0,4.0,0.0,1.0,3111.0,0.0,0.0,0.0,1.0,0.0,1.75
0.0,80.0,4.0,4.0,2.0,3.0,1819.0,0.0,0.0,0.0,2.0,1.0,1.68
0.0,94.0,3.0,3.0,4.0,3.0,1750.0,1.0,0.0,2.0,1.0,0.0,2.28
0.0,107.0,4.0,3.0,2.0,3.0,2167.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,113.0,2.0,2.0,4.0,1.0,1175.97,0.0,0.0,0.0,2.0,2.0,0.95
0.0,107.0,4.0,5.0,4.0,3.0,1692.0,1.0,0.0,0.0,2.0,0.0,0.9
0.0,99.0,2.0,2.0,3.0,3.0,1484.0,0.0,0.0,0.0,2.0,0.0,1.07
0.0,91.0,3.0,3.0,3.0,1.0,1650.0,1.0,0.0,0.0,2.0,2.0,1.85
0.0,91.0,2.0,2.0,2.0,3.0,1330.0,0.0,0.0,1.0,2.0,2.0,1.3
0.0,13.0,3.0,3.0,1.0,0.0,2419.0,0.0,0.0,0.0,1.0,2.0,1.38
0.0,99.0,4.0,5.0,4.0,3.0,2017.0,1.0,0.0,0.0,1.0,2.0,1.73
0.0,11.0,2.0,2.0,4.0,3.0,1236.0,0.0,0.0,1.0,1.0,2.0,0.9
0.0,100.0,3.0,2.0,1.0,1.0,1878.0,0.0,0.0,0.0,1.0,2.0,0.95
0.0,88.0,3.0,3.0,4.0,3.0,1597.0,0.0,0.0,1.0,2.0,2.0,1.05
1.0,65.0,5.0,6.0,4.0,3.0,1512.0,0.0,0.0,1.0,1.0,2.0,3.25
1.0,13.0,4.0,5.0,4.0,3.0,5400.0,1.0,1.0,0.0,0.0,2.0,5.7
0.0,80.0,3.0,3.0,1.0,3.0,1392.0,0.0,0.0,1.0,2.0,0.0,1.3
1.0,57.0,3.0,3.0,3.0,0.0,1800.0,0.0,0.0,0.0,2.0,1.0,2.8
0.0,6.0,2.0,2.0,2.0,4.0,1017.0,0.0,0.0,0.0,1.0,1.0,1.05
0.0,100.0,4.0,4.0,4.0,0.0,2038.0,1.0,0.0,1.0,2.0,0.0,1.55
1.0,81.0,3.0,1.0,1.0,3.0,550.0,0.0,0.0,0.0,1.0,2.0,0.66
0.0,113.0,2.0,2.0,2.0,1.0,616.0,0.0,0.0,0.0,2.0,0.0,0.35
0.0,72.0,3.0,3.0,3.0,1.0,2876.0,1.0,0.0,1.0,1.0,0.0,3.95
0.0,8.0,3.0,4.0,3.0,3.0,2090.0,1.0,0.0,1.0,0.0,0.0,2.65
0.0,97.0,3.0,2.0,3.0,3.0,1588.0,0.0,0.0,0.0,1.0,0.0,1.15
0.0,109.0,2.0,2.0,1.0,3.0,51073.0,0.0,0.0,0.0,1.0,2.0,0.24
0.0,97.0,3.0,3.0,3.0,1.0,1162.0,0.0,0.0,1.0,1.0,2.0,0.75
1.0,52.0,9.0,9.0,4.0,3.0,2700.0,1.0,0.0,2.0,1.0,2.0,7.85
0.0,14.0,2.0,2.0,3.0,1.0,1086.0,0.0,0.0,0.0,2.0,2.0,0.9
0.0,75.0,3.0,3.0,3.0,3.0,1600.0,1.0,0.0,1.0,1.0,2.0,2.25
1.0,49.0,3.0,3.0,2.0,2.0,2250.0,0.0,0.0,0.0,1.0,1.0,3.3
0.0,50.0,1.0,1.0,5.0,0.0,300.0,0.0,0.0,0.0,1.0,1.0,1.5
0.0,107.0,3.0,3.0,1.0,3.0,833.0,0.0,0.0,0.0,1.0,2.0,0.45
1.0,47.0,6.0,6.0,4.0,0.0,1836.0,1.0,0.0,0.0,1.0,2.0,3.9
0.0,97.0,2.0,2.0,3.0,3.0,1630.0,0.0,0.0,0.0,1.0,2.0,1.19
0.0,94.0,3.0,3.0,4.0,3.0,1881.0,1.0,0.0,2.0,2.0,2.0,2.21
0.0,6.0,3.0,4.0,4.0,3.0,2000.0,1.0,0.0,0.0,2.0,0.0,2.22
0.0,105.0,4.0,4.0,4.0,0.0,2139.0,1.0,1.0,0.0,1.0,2.0,1.42
0.0,91.0,3.0,3.0,3.0,3.0,2161.0,0.0,0.0,0.0,1.0,2.0,1.35
1.0,64.0,4.0,4.0,0.0,2.0,1500.0,0.0,0.0,0.0,1.0,1.0,2.8
0.0,80.0,3.0,3.0,1.0,3.0,1419.0,0.0,0.0,0.0,2.0,0.0,1.3
1.0,51.0,3.0,3.0,3.0,1.0,1400.0,1.0,0.0,1.0,1.0,2.0,2.65
0.0,13.0,3.0,4.0,3.0,3.0,1860.0,1.0,0.0,0.0,0.0,0.0,2.2
0.0,88.0,2.0,2.0,2.0,4.0,665.0,0.0,0.0,0.0,2.0,0.0,0.75
0.0,75.0,2.0,2.0,3.0,1.0,1482.0,0.0,0.0,0.0,1.0,2.0,2.01
0.0,105.0,4.0,4.0,4.0,0.0,2139.0,1.0,0.0,1.0,2.0,0.0,1.65
0.0,82.0,3.0,4.0,4.0,1.0,1923.0,1.0,0.0,0.0,2.0,0.0,1.65
0.0,94.0,3.0,4.0,4.0,3.0,2090.0,1.0,0.0,2.0,0.0,0.0,2.25
0.0,83.0,3.0,2.0,2.0,0.0,2406.0,1.0,0.0,0.0,2.0,0.0,2.6
1.0,47.0,3.0,2.0,2.0,0.0,1722.0,0.0,0.0,0.0,1.0,1.0,3.5
0.0,11.0,3.0,4.0,4.0,3.0,1837.0,1.0,0.0,0.0,2.0,1.0,1.8
0.0,75.0,3.0,4.0,3.0,0.0,2754.0,1.0,0.0,0.0,0.0,0.0,4.94
0.0,13.0,3.0,4.0,3.0,3.0,1860.0,1.0,1.0,0.0,1.0,0.0,2.22
1.0,33.0,6.0,6.0,3.0,3.0,4518.0,1.0,0.0,1.0,2.0,1.0,19.0
0.0,77.0,3.0,4.0,3.0,3.0,2016.0,1.0,0.0,1.0,0.0,0.0,3.4
0.0,6.0,3.0,4.0,4.0,3.0,1750.0,1.0,0.0,1.0,0.0,2.0,1.7
0.0,110.0,4.0,4.0,5.0,4.0,3225.0,0.0,0.0,0.0,1.0,2.0,3.2
0.0,82.0,2.0,2.0,3.0,3.0,1222.0,0.0,0.0,0.0,1.0,2.0,1.15
0.0,107.0,2.0,2.0,3.0,0.0,905.0,0.0,0.0,0.0,1.0,1.0,0.5
